state_action_state_weights
49188 682 1 1
"ng" "N" "qu" 67
"ji" "N" "ju" 24
"gi" "N" "f" 57
"appa" "N" "i" 66
"ted" "N" "v" 70
"v" "N" "orou" 64
"eigh" "N" "ed" 17
"ar" "N" "ger" 42
"ur" "N" "oid" 9
"lle" "N" "x" 42
"th" "N" "op" 83
"upper" "N" "ju" 17
"'" "N" "sc" 7
"eyed" "N" "pe" 24
"oop" "N" "do" 78
"v" "N" "oj" 12
"oj" "N" "t" 26
"tt" "N" "ah" 2
"ao" "N" "v" 62
"p" "N" "ho" 103
"-e" "N" "ai" 2
"opa" "N" "ai" 4
"n" "N" "eid" 14
"he" "N" "g" 74
"ng" "N" "ier" 6
"co" "N" "are" 11
"nn" "N" "je" 23
"ke" "N" "joh" 38
"gh" "N" "ou" 45
"r" "N" "edera" 32
"re" "N" "der" 111
"pe" "N" "n'" 19
"ode" "N" "ou" 85
"ode" "N" "ja" 54
"ere" "N" "ju" 30
"eigh" "N" "t'" 9
"t" "N" "apo" 13
"ew" "N" "ju" 73
"ode" "N" "wh" 14
"s" "N" "ayi" 20
"ayi" "N" "n" 24
"w" "N" "app" 56
"e" "N" "digi" 82
"di" "N" "ew" 5
"me" "N" "ae" 32
"dered" "N" "'" 8
"ke's" "N" "q" 2
"k's" "N" "o" 194
"er" "N" "gi" 31
"ll" "N" "audi" 8
"u" "N" "ough" 9
"oup" "N" "ai" 37
"jay" "N" "y" 22
"jay" "N" "ju" 6
"tt" "N" "wh" 20
"sh" "N" "gu" 84
"m" "N" "pad" 18
"pad" "N" "h" 15
"p" "N" "adi" 17
"r" "N" "ape" 87
"due" "N" "o" 58
"uder" "N" "p" 8
"ad" "N" "ow" 116
"ade" "N" "ei" 24
"f" "N" "y'" 17
"y'" "N" "d" 3
"jer" "N" "n" 207
"ger" "N" "se" 3
"y" "N" "uri" 143
"" "N" "oye" 46
"oye" "N" "n" 32
"o" "N" "ope" 113
"y'" "N" "u" 4
"ure'" "N" "b" 2
"ided" "N" "ear" 21
"ed" "N" "digi" 18
"digi" "N" "v" 4
"odo" "N" "re'" 17
"deo" "N" "digi" 2
"x" "N" "ss" 39
"iew" "N" "ce" 5
"-i" "N" "p" 199
"-p" "N" "ee" 36
"r" "N" "dow" 104
"be" "N" "dow" 2
"are" "N" "dow" 2
"odo" "N" "c" 31
"uper" "N" "pe" 5
"egi" "N" "b" 118
"cs" "N" "wh" 12
"wh" "N" "d" 20
"chs" "N" "p" 70
"ce" "N" "dow" 25
"pou" "N" "th" 2
"t" "N" "doo" 85
"yder" "N" "h" 82
"ke" "N" "sch" 127
"eide" "N" "ck" 15
"deo" "N" "u" 69
"m" "N" "tt" 47
"h" "N" "l'" 3
"ji" "N" "ze" 15
"y" "N" "dow" 281
"c" "N" "ault" 126
"h" "N" "ter" 20
"he" "N" "ll" 43
"di" "N" "od" 11
"ker" "N" "l" 27
"id" "N" "wh" 20
"c's" "N" "m" 107
"nh" "N" "h" 214
"hi" "N" "er" 59
"erge" "N" "ch" 5
"q" "N" "da" 110
"ch" "N" "yea" 24
"kh" "N" "u" 39
"aye" "N" "v" 87
"a" "N" "za" 90
"ude" "N" "ed" 39
"m" "N" "adju" 2
"adju" "N" "a" 2
"ape" "N" "do" 5
"ade" "N" "z" 265
"ai" "N" "m'" 15
"e" "N" "dio" 51
"le" "N" "ye" 4
"w" "N" "ora" 15
"r" "N" "appa" 78
"m" "N" "udi" 79
"udi" "N" "ve" 5
"uda" "N" "o" 84
"adde" "N" "l" 18
"m" "N" "oya" 29
"ade" "N" "dead" 7
"uda" "N" "ah" 27
"pa" "N" "ue" 6
"d" "N" "digi" 155
"t" "N" "urge" 173
"urge" "N" "sch" 31
"op" "N" "ee" 18
"ee" "N" "nne" 7
"da" "N" "jer" 6
"jer" "N" "jer" 9
"jer" "N" "l" 47
"ear" "N" "ke" 3
"oid" "N" "eye" 11
"oi" "N" "da" 20
"a" "N" "ff'" 59
"ured" "N" "sc" 16
"k" "N" "og" 22
"adi" "N" "r" 64
"kh" "N" "ah" 51
"ide" "N" "x" 175
"peri" "N" "u" 17
"ll" "N" "ide" 72
"ch" "N" "ne" 120
"tsche" "N" "m" 107
"ager" "N" "ea" 8
"tte" "N" "ng" 7
"te" "N" "peri" 8
"d" "N" "a'" 41
"e" "N" "opp" 48
"ger" "N" "io" 36
"que" "N" "year" 3
"ewed" "N" "c" 107
"ad" "N" "oa" 8
"ouder" "N" "a" 51
"der" "N" "ow" 49
"ya" "N" "ai" 32
"au" "N" "ph" 9
"or" "N" "origi" 40
"joy" "N" "d" 44
"gge" "N" "" 21
"nne" "N" "je" 21
"oe" "N" "ch" 73
"ar" "N" "ope" 2
"oo" "N" "is" 41
"oe" "N" "'" 33
"-p" "N" "w" 45
"th" "N" "ada" 9
"b" "N" "pri" 32
"le" "N" "gia" 11
"c" "N" "ored" 163
"de" "N" "ho" 63
"ua" "N" "u" 40
"sh" "N" "ape" 70
"wh" "N" "ead" 12
"ph" "N" "z" 193
"i" "N" "b'" 3
"opo" "N" "h" 5
"oo" "N" "k's" 11
"ord" "N" "jour" 21
"ya" "N" "'" 59
"mme" "N" "per" 2
"er" "N" "co" 16
"-up" "N" "eur" 2
"eur" "N" "op" 15
"jay" "N" "v" 46
"udd" "N" "s" 94
"appa" "N" "c" 41
"ipp" "N" "ch" 38
"io" "N" "-i" 26
"se" "N" "popu" 48
"ao" "N" "er" 8
"dire" "N" "n" 21
"q" "N" "ia" 329
"ar" "N" "x" 137
"v" "N" "erge" 10
"f" "N" "euer" 73
"euer" "N" "b" 55
"iew" "N" "or" 29
"de" "N" "ng'" 36
"w" "N" "jour" 74
"pi" "N" "gg" 222
"jay" "N" "sh" 28
"m" "N" "ery" 32
"da" "N" "popu" 7
"idy" "N" "" 85
"sch" "N" "ai" 17
"th" "N" "gh" 3
"ori" "N" "ss" 13
"e" "N" "ada" 60
"ce" "N" "eigh" 47
"g" "N" "agi" 6
"agi" "N" "" 34
"agi" "N" "'" 2
"da" "N" "que" 26
"our" "N" "le" 19
"the" "N" "de" 7
"eu" "N" "i" 64
"r" "N" "eault" 42
"eault" "N" "s" 15
"cks" "N" "j" 33
"pe" "N" "ji" 25
"ui" "N" "i" 116
"ati" "N" "a" 5
"ti" "N" "ff" 388
"appe" "N" "lle" 13
"th" "N" "tt" 28
"re" "N" "me" 28
"ie" "N" "ng" 123
"oo" "N" "da" 41
"day" "N" "paper" 3
"oper" "N" "di" 17
"sh" "N" "per" 142
"u" "N" "-up" 12
"se" "N" "qu" 18
"h" "N" "ze" 122
"urer" "N" "g" 46
"tt" "N" "ia" 19
"ur" "N" "tt" 21
"d" "N" "ude" 93
"dur" "N" "" 6
"appe" "N" "ne" 15
"k's" "N" "pu" 5
"oa" "N" "v" 157
"kh" "N" "le" 3
"ze" "N" "peda" 3
"peda" "N" "r" 26
"lle" "N" "ze" 3
"dou" "N" "pa" 2
"e" "N" "ig" 11
"ig" "N" "e" 12
"ugge" "N" "a" 18
"ugge" "N" "" 8
"ugge" "N" "b" 28
"ugge" "N" "f" 5
"ugge" "N" "u" 2
"g" "N" "oed" 3
"oed" "N" "l" 29
"g" "N" "ered" 30
"ir" "N" "or" 9
"owe" "N" "d" 45
"se" "N" "poi" 12
"e" "N" "odd" 4
"odd" "N" "e" 83
"ergy" "N" "de" 54
"l" "N" "day" 89
"cks" "N" "au" 20
"s" "N" "iddi" 51
"iddi" "N" "q" 24
"oid" "N" "ph" 49
"er" "N" "ca" 106
"chi" "N" "o" 16
"ce" "N" "ji" 112
"aw" "N" "'" 25
"urge" "N" "e" 19
"oup" "N" "x" 63
"ch" "N" "-p" 152
"oupe" "N" "j" 6
"chs" "N" "" 111
"a" "N" "oe" 18
"iu" "N" "p" 27
"po" "N" "der" 100
"ee" "N" "ger" 72
"cher" "N" "ep" 3
"g" "N" "opera" 109
"p" "N" "eppi" 4
"oder" "N" "w" 73
"rre" "N" "o" 87
"tsche" "N" "ope" 11
"uri" "N" "pi" 13
"n" "N" "ck's" 114
"h" "N" "der" 164
"t" "N" "ck" 207
"ora" "N" "ja" 9
"auer" "N" "sch" 9
"v" "N" "are" 119
"ss" "N" "ne" 62
"'" "N" "pay" 2
"ered" "N" "ai" 45
"power" "N" "de" 57
"adow" "N" "i" 95
"tt" "N" "-p" 52
"ara" "N" "pe" 2
"age" "N" "ja" 74
"da" "N" "sch" 80
"augh" "N" "ed" 21
"eder" "N" "s" 94
"erie" "N" "e" 16
"er" "N" "za" 8
"r" "N" "urgi" 59
"m" "N" "ied" 21
"tsche" "N" "ch" 20
"l" "N" "ooper" 164
"sh" "N" "popu" 45
"ord" "N" "igh" 2
"k" "N" "odu" 12
"odu" "N" "k" 14
"du" "N" "u" 93
"v" "N" "ida" 53
"u" "N" "appa" 3
"jai" "N" "c" 22
"u" "N" "app" 17
"mb" "N" "le" 6
"hi" "N" "da" 16
"ault" "N" "th" 39
"ne" "N" "ad" 24
"ne" "N" "ade" 4
"ead" "N" "di" 46
"adder" "N" "ch" 5
"l" "N" "udge" 140
"udge" "N" "ch" 7
"yp" "N" "th" 5
"se" "N" "ade" 4
"th" "N" "ade" 11
"b" "N" "hi" 116
"udge" "N" "g" 22
"cke" "N" "n" 164
"e" "N" "n-" 6
"ha" "N" "p" 272
"l" "N" "agi" 29
"oi" "N" "z" 28
"ze" "N" "le" 105
"ue" "N" "l'" 68
"i" "N" "yi" 34
"ou" "N" "t'" 30
"i" "N" "owa" 42
"owa" "N" "e" 7
"al" "N" "t" 59
"ood" "N" "dow" 14
"ed" "N" "ay" 27
"ge" "N" "'" 140
"t" "N" "aged" 75
"upe" "N" "t" 17
"y" "N" "her" 160
"le" "N" "ze" 52
"oed" "N" "a" 109
"ew" "N" "pu" 19
"ew" "N" "pur" 15
"m" "N" "ew" 26
"cs" "N" "al" 4
"owed" "N" "q" 51
"je" "N" "ed" 58
"pad" "N" "o" 58
"dup" "N" "" 11
"oded" "N" "v" 35
"ari" "N" "ne" 99
"sch" "N" "-p" 86
"uper" "N" "di" 26
"ag" "N" "ee" 48
"ll" "N" "joi" 7
"opera" "N" "p" 37
"v" "N" "her" 2
"u" "N" "ck's" 53
"ck's" "N" "ea" 4
"p" "N" "aid" 5
"ord" "N" "pu" 14
"o" "N" "ped" 44
"ard" "N" "ia" 121
"s" "N" "hugh" 48
"hy" "N" "i" 305
"the" "N" "w" 188
"ipper" "N" "c" 116
"ado" "N" "t" 311
"ud" "N" "v" 111
"jer" "N" "h" 15
"ope" "N" "nn" 105
"pa" "N" "edi" 18
"uper" "N" "do" 23
"ode" "N" "ar" 10
"idge" "N" "sh" 317
"t" "N" "oya" 24
"ho" "N" "c" 35
"ide" "N" "you" 7
"u" "N" "sc" 32
"d" "N" "cher" 87
"ne" "N" "ge" 18
"are" "N" "se" 4
"aw" "N" "pu" 5
"tt" "N" "ada" 4
"apa" "N" "g" 163
"de" "N" "ber" 2
"ber" "N" "m" 50
"que" "N" "ph" 86
"dead" "N" "pe" 15
"z" "N" "igh" 37
"pi" "N" "ff" 26
"f" "N" "ua" 20
"per" "N" "ss" 161
"epp" "N" "m" 10
"ured" "N" "au" 24
"ye" "N" "ch" 31
"ood" "N" "pi" 41
"pa" "N" "dar" 2
"yo" "N" "e" 27
"ade" "N" "au" 48
"et" "N" "au" 9
"f" "N" "lle" 22
"ped" "N" "m" 5
"ss" "N" "you" 11
"ard" "N" "je" 74
"ead" "N" "au" 59
"gi" "N" "g" 22
"ay" "N" "are" 169
"aid" "N" "hi" 30
"ird" "N" "joh" 21
"ji" "N" "are" 16
"adi" "N" "ja" 12
"de" "N" "is" 107
"ault" "N" "da" 4
"ault" "N" "r" 79
"ge" "N" "poi" 3
"or" "N" "ll" 55
"ee" "N" "eu" 2
"aro" "N" "w" 25
"eder" "N" "m" 102
"up" "N" "-p" 4
"-i" "N" "o" 508
"s" "N" "ipa" 4
"oup" "N" "z" 86
"ow" "N" "ja" 122
"al" "N" "b" 60
"ip" "N" "ce" 21
"ery" "N" "jo" 19
"ke" "N" "ha" 7
"p" "N" "aa" 8
"up" "N" "er" 45
"nn" "N" "do" 13
"ia" "N" "ya" 9
"pi" "N" "rr" 46
"ipp" "N" "p" 26
"ll" "N" "ue" 7
"pur" "N" "f" 189
"ck" "N" "dire" 19
"k" "N" "poi" 31
"ce" "N" "dur" 18
"se" "N" "eye" 56
"y" "N" "ada" 143
"urr" "N" "" 34
"urr" "N" "t" 26
"ji" "N" "au" 9
"pipe" "N" "t" 95
"e" "N" "da'" 2
"g" "N" "ode" 74
"uder" "N" "s" 156
"r" "N" "gi" 116
"er" "N" "kh" 15
"te" "N" "depa" 38
"pal" "N" "" 8
"n" "N" "dup" 45
"dup" "N" "v" 6
"epe" "N" "th" 8
"ch" "N" "pur" 19
"er" "N" "ue" 29
"i" "N" "pau" 11
"tsch" "N" "b" 55
"ip" "N" "ear" 37
"opper" "N" "-p" 38
"e" "N" "oda" 14
"or" "N" "ar" 120
"ea" "N" "rr" 128
"dai" "N" "" 103
"a" "N" "ori" 44
"ori" "N" "y" 33
"ade" "N" "ah" 2
"z" "N" "ide" 145
"r" "N" "dar" 17
"tte" "N" "ck" 5
"ew" "N" "ss" 3
"ower" "N" "ss" 3
"ho" "N" "de" 5
"pora" "N" "ch" 8
"ue" "N" "ae" 5
"oi" "N" "e" 133
"z" "N" "is" 83
"ce" "N" "ge" 34
"b" "N" "owed" 44
"oia" "N" "h" 10
"ca" "N" "or" 5
"e" "N" "ta" 9
"" "N" "cher" 5
"ay" "N" "joh" 45
"ais" "N" "l" 41
"ay" "N" "ve" 76
"aia" "N" "l" 21
"ori" "N" "i" 48
"k" "N" "eri" 49
"-up" "N" "or" 18
"apper" "N" "'" 111
"ia" "N" "j" 223
"v" "N" "que" 90
"du" "N" "ca" 12
"ayo" "N" "ja" 2
"ll" "N" "aw" 19
"di" "N" "che" 6
"dou" "N" "d" 8
"rr" "N" "owe" 2
"hi" "N" "op" 6
"op" "N" "ia" 27
"ve" "N" "ord" 35
"ea" "N" "jo" 28
"z" "N" "pou" 2
"-e" "N" "ck" 39
"er" "N" "eider" 4
"eider" "N" "c" 89
"l" "N" "the" 38
"urd" "N" "o" 38
"ng" "N" "pri" 62
"pri" "N" "ck" 6
"yi" "N" "a" 264
"kes" "N" "z" 72
"ie" "N" "hi" 11
"der" "N" "der" 25
"ce" "N" "o'" 99
"le" "N" "pre" 28
"iu" "N" "z" 253
"ead" "N" "-p" 8
"ll" "N" "ori" 3
"y" "N" "ader" 29
"jai" "N" "b" 39
"je" "N" "ng" 119
"v" "N" "oe" 155
"doub" "N" "s" 66
"ll" "N" "og" 3
"ower" "N" "he" 3
"audi" "N" "v" 5
"er" "N" "epi" 25
"n" "N" "dip" 13
"her" "N" "ard" 2
"up" "N" "ea" 77
"nh" "N" "b" 82
"ay" "N" "ah" 8
"s" "N" "st" 6
"k" "N" "edi" 10
"op" "N" "ha" 7
"cks" "N" "po" 20
"y" "N" "yer" 39
"l" "N" "ker" 15
"ker" "N" "w" 14
"f" "N" "ye" 23
"e" "N" "b'" 16
"po" "N" "nt" 187
"nt" "N" "i" 227
"y" "N" "ogi" 313
"joi" "N" "r" 18
"pi" "N" "cch" 9
"be" "N" "ar" 18
"ur" "N" "dered" 100
"le" "N" "upper" 35
"oad" "N" "di" 58
"b" "N" "ter" 6
"b" "N" "dor" 6
"ip" "N" "appea" 21
"geo" "N" "v" 53
"di" "N" "ap" 12
"p" "N" "geo" 3
"geo" "N" "t" 9
"u" "N" "adi" 8
"le" "N" "al" 28
"da" "N" "-p" 38
"ow" "N" "ded" 8
"pe" "N" "que" 158
"ch" "N" "ouri" 2
"ouri" "N" "o" 66
"ch" "N" "urr" 4
"o" "N" "odi" 11
"erd" "N" "f" 49
"pera" "N" "a" 29
"ck" "N" "oa" 75
"a" "N" "ay" 87
"dia" "N" "jo" 5
"ll" "N" "depa" 7
"der" "N" "joh" 40
"i" "N" "urgi" 44
"urgi" "N" "u" 43
"qu" "N" "n" 64
"kes" "N" "ea" 31
"age" "N" "ve" 52
"ude" "N" "ear" 59
"ewi" "N" "n" 198
"oper" "N" "ph" 9
"f" "N" "poi" 63
"c" "N" "oppi" 134
"ke" "N" "que" 35
"d" "N" "ire" 165
"hugh" "N" "b" 125
"n" "N" "gu" 91
"k" "N" "ieh" 10
"ja" "N" "sch" 73
"ai" "N" "ke" 19
"aa" "N" "se" 90
"er" "N" "yo" 31
"aia" "N" "s" 72
"du" "N" "le" 104
"ee" "N" "you" 15
"poo" "N" "ng" 18
"ode" "N" "que" 8
"d" "N" "the" 46
"que" "N" "que" 32
"v" "N" "ne" 125
"j" "N" "ur" 59
"ouri" "N" "e" 77
"ouri" "N" "v" 77
"or" "N" "kes" 35
"c" "N" "oid" 40
"aded" "N" "q" 14
"l" "N" "tch" 20
"auer" "N" "z" 30
"oy" "N" "sch" 14
"ged" "N" "hi" 68
"w" "N" "eider" 19
"eider" "N" "'" 26
"ss" "N" "dead" 7
"aded" "N" "sch" 4
"i" "N" "cu" 3
"ero" "N" "n'" 131
"tch" "N" "jo" 13
"cs" "N" "sch" 37
"ze" "N" "ne" 27
"ger" "N" "sch" 111
"ired" "N" "sch" 14
"oed" "N" "t" 78
"ere" "N" "le" 23
"do" "N" "ear" 16
"ck" "N" "up" 51
"up" "N" "sch" 16
"fe" "N" "sch" 24
"gge" "N" "r" 60
"n" "N" "uy" 186
"ead" "N" "sch" 10
"oe" "N" "sch" 94
"q" "N" "sch" 31
"st" "N" "di" 24
"ne" "N" "gg" 2
"eider" "N" "p" 47
"oop" "N" "s'" 33
"apper" "N" "n" 93
"l" "N" "upp" 33
"jo" "N" "x" 53
"age" "N" "ed" 85
"th" "N" "yea" 5
"n" "N" "udd" 36
"f" "N" "ud" 48
"ia" "N" "origi" 16
"sh" "N" "ead" 85
"aa" "N" "w" 37
"aded" "N" "k" 56
"ae" "N" "sh" 33
"rd" "N" "d" 12
"ll" "N" "ag" 138
"rd" "N" "" 25
"ed" "N" "s'" 37
"s" "N" "gi" 35
"cke" "N" "v" 7
"cz" "N" "a" 42
"ue" "N" "hi" 41
"n" "N" "yder" 176
"n" "N" "aid" 13
"ir" "N" "ear" 6
"der" "N" "ha" 10
"do" "N" "lle" 15
"m" "N" "erge" 75
"erge" "N" "d" 37
"dau" "N" "b" 99
"c" "N" "pri" 66
"n" "N" "did" 20
"le" "N" "ks" 76
"s" "N" "erge" 28
"erge" "N" "y" 10
"z" "N" "ader" 10
"ure" "N" "aa" 2
"se" "N" "aa" 7
"aid" "N" "aa" 7
"ff" "N" "hi" 10
"le" "N" "aa" 16
"ew" "N" "aa" 3
"ough" "N" "aa" 4
"ke" "N" "aa" 11
"oy" "N" "aa" 2
"ff" "N" "aa" 6
"re" "N" "aa" 13
"age" "N" "aa" 4
"me" "N" "aa" 11
"oded" "N" "sh" 12
"id" "N" "aa" 5
"ee" "N" "aa" 10
"ve" "N" "aa" 14
"o" "N" "e'" 31
"f" "N" "ay'" 26
"our" "N" "x" 10
"kes" "N" "q" 56
"our" "N" "s'" 11
"s'" "N" "hi" 2
"uded" "N" "aa" 5
"aged" "N" "ve" 3
"poo" "N" "ja" 146
"pu" "N" "th" 106
"k" "N" "aday" 2
"aday" "N" "a" 28
"w" "N" "aya" 13
"ja" "N" "ai" 9
"ad" "N" "ji" 43
"oh" "N" "d" 55
"er" "N" "ado" 8
"th" "N" "ado" 2
"dau" "N" "l" 20
"er" "N" "ded" 35
"r" "N" "ered" 51
"ch" "N" "oder" 130
"ded" "N" "ze" 8
"ss" "N" "ce" 66
"aya" "N" "pa" 7
"da" "N" "ge" 38
"t" "N" "pop" 28
"u" "N" "opera" 40
"q" "N" "oo" 38
"hu" "N" "w" 178
"ayer" "N" "joh" 34
"i" "N" "r'" 34
"edi" "N" "di" 3
"deri" "N" "ll" 2
"y" "N" "oh" 153
"-p" "N" "ed" 80
"ct" "N" "b" 97
"oyer" "N" "n" 49
"ado" "N" "j" 16
"j" "N" "ure" 18
"eyer" "N" "jo" 5
"uj" "N" "l" 17
"ge" "N" "ge" 8
"y" "N" "edi" 36
"ck" "N" "du" 52
"e" "N" "udi" 35
"udi" "N" "c" 114
"oup" "N" "ji" 7
"our" "N" "ed" 181
"che" "N" "le" 10
"y" "N" "jur" 107
"edi" "N" "e" 89
"s" "N" "eur" 43
"ay" "N" "ll" 17
"ide" "N" "ai" 130
"o" "N" "daw" 4
"eau" "N" "origi" 2
"uo" "N" "h" 35
"v" "N" "is" 71
"ip" "N" "sch" 116
"sz" "N" "b" 47
"sz" "N" "n" 12
"aw" "N" "z" 93
"oj" "N" "k" 45
"'" "N" "du" 70
"ugge" "N" "h" 14
"ui" "N" "t'" 109
"t" "N" "c's" 7
"per" "N" "de" 116
"ee" "N" "ca" 14
"-i" "N" "h" 175
"-i" "N" "y" 30
"-i" "N" "k" 310
"ng" "N" "ir" 54
"r" "N" "eddi" 126
"eddi" "N" "s" 28
"uder" "N" "r" 12
"euer" "N" "c" 11
"ju" "N" "ger" 49
"deri" "N" "c" 34
"ff" "N" "pu" 6
"tt" "N" "ya" 8
"jo" "N" "ua" 4
"eh" "N" "s" 106
"erp" "N" "" 64
"erp" "N" "c" 89
"a" "N" "opo" 4
"t'" "N" "" 3
"owd" "N" "g" 55
"owd" "N" "l" 36
"y" "N" "ippi" 2
"ep" "N" "g" 143
"auer" "N" "au" 8
"ch" "N" "y'" 10
"r" "N" "oyd" 9
"u" "N" "ier" 64
"oge" "N" "" 9
"power" "N" "per" 16
"erdi" "N" "g" 2
"jer" "N" "w" 44
"ippi" "N" "k" 16
"l" "N" "k's" 46
"aigh" "N" "i" 5
"gue" "N" "poi" 2
"der" "N" "o'" 25
"th" "N" "cher" 17
"ce" "N" "i'" 41
"ao" "N" "o" 237
"j" "N" "der" 150
"der" "N" "ji" 65
"ippa" "N" "f" 12
"ng" "N" "ia" 83
"te" "N" "ered" 5
"ya" "N" "ke" 4
"m" "N" "or'" 7
"the" "N" "u" 34
"se" "N" "-p" 24
"orre" "N" "e" 6
"jewe" "N" "tt" 85
"jewe" "N" "t" 18
"ne" "N" "jewe" 6
"r" "N" "uri" 42
"ch" "N" "paper" 78
"op" "N" "j" 102
"ge" "N" "ey" 17
"ouri" "N" "k" 56
"s" "N" "aye" 118
"uge" "N" "ch" 106
"ude" "N" "ja" 82
"ji" "N" "ff" 14
"ffe" "N" "s" 185
"o" "N" "appe" 33
"ee" "N" "chi" 7
"cs" "N" "ear" 47
"-e" "N" "je" 31
"ori" "N" "da" 157
"s'" "N" "daugh" 9
"op" "N" "per" 53
"l" "N" "che" 106
"id" "N" "ear" 25
"rr" "N" "ay" 60
"gg" "N" "'" 39
"eyer" "N" "or" 2
"r" "N" "nd" 72
"eyer" "N" "n" 62
"er" "N" "gu" 15
"id" "N" "oa" 18
"pur" "N" "du" 21
"s" "N" "edge" 166
"ope" "N" "jo" 7
"urri" "N" "s" 135
"oda" "N" "h" 75
"tch" "N" "j" 19
"ce" "N" "pre" 47
"m" "N" "dai" 21
"ower" "N" "di" 103
"ide" "N" "ger" 37
"pri" "N" "or" 66
"yer" "N" "g" 69
"sche" "N" "l" 75
"ju" "N" "ai" 10
"x" "N" "ne" 71
"ker" "N" "s" 77
"au" "N" "da" 35
"oup" "N" "ord" 4
"ord" "N" "era" 3
"era" "N" "er" 4
"ia" "N" "ai" 195
"d" "N" "ais" 10
"ker" "N" "r" 14
"k's" "N" "ch" 139
"rr" "N" "a'" 53
"age" "N" "ho" 17
"ce" "N" "ff" 15
"s'" "N" "ju" 7
"cs" "N" "-i" 4
"orough" "N" "d" 30
"orough" "N" "ce" 3
"o'" "N" "w" 53
"nn" "N" "ui" 2
"di" "N" "ah" 25
"ippe" "N" "l" 64
"erie" "N" "n" 57
"yper" "N" "pa" 49
"i" "N" "ere" 3
"cch" "N" "ia" 3
"ll" "N" "urgi" 43
"c" "N" "edo" 9
"pie" "N" "'" 15
"'" "N" "ey" 28
"pie" "N" "m" 60
"k" "N" "ier" 70
"ier" "N" "io" 2
"ora" "N" "io" 2
"ear" "N" "ja" 8
"he" "N" "igh" 17
"y'" "N" "f" 26
"t" "N" "pie" 33
"g" "N" "pou" 17
"pie" "N" "" 86
"oda" "N" "b" 146
"erer" "N" "w" 24
"'d" "N" "ea" 5
"ead" "N" "da" 13
"sch" "N" "pa" 27
"edy" "N" "'" 13
"ader" "N" "pa" 161
"i" "N" "opou" 4
"sts" "N" "g" 18
"ng" "N" "yi" 13
"yi" "N" "u" 30
"e" "N" "adde" 41
"po" "N" "che" 31
"n" "N" "oppo" 77
"ide" "N" "ow" 12
"ji" "N" "pe" 36
"-p" "N" "m" 90
"v" "N" "yi" 4
"ne" "N" "ct" 13
"pay" "N" "e" 111
"chs" "N" "b" 83
"uy" "N" "u" 23
"ua" "N" "ja" 11
"ed" "N" "he" 41
"g" "N" "y'" 57
"y'" "N" "o" 28
"r" "N" "appea" 73
"p" "N" "ore" 28
"ore" "N" "th" 46
"oh" "N" "l'" 65
"ade" "N" "ger" 9
"id" "N" "ade" 4
"x" "N" "t'" 22
"gh" "N" "q" 30
"ood" "N" "poo" 3
"b" "N" "eigh" 70
"eyed" "N" "i" 167
"a" "N" "dar" 49
"mb" "N" "u" 59
"c's" "N" "jo" 6
"l" "N" "gh" 43
"dow" "N" "se" 32
"t" "N" "dir" 5
"o" "N" "digi" 95
"digi" "N" "a" 9
"ugh" "N" "b" 136
"l" "N" "idde" 38
"ard" "N" "ei" 26
"c" "N" "yd" 5
"yd" "N" "i" 27
"t" "N" "re'" 200
"ord" "N" "ear" 39
"ce" "N" "appe" 4
"oy" "N" "pe" 20
"tsch" "N" "ie" 5
"ch" "N" "ipper" 141
"t" "N" "owi" 77
"ewer" "N" "v" 137
"ve" "N" "jer" 9
"ead" "N" "qu" 22
"eup" "N" "ou" 3
"der" "N" "ie" 122
"erage" "N" "q" 15
"er" "N" "n'" 217
"iew" "N" "ja" 39
"pera" "N" "o" 36
"u" "N" "ude" 31
"r" "N" "joi" 60
"joi" "N" "t" 10
"te" "N" "age" 26
"y" "N" "epper" 3
"" "N" "epper" 201
"ad" "N" "j" 75
"oud" "N" "ji" 2
"se" "N" "joi" 8
"ura" "N" "'" 39
"ipp" "N" "c" 48
"ged" "N" "ed" 10
"s" "N" "eid" 9
"day" "N" "ed" 29
"b" "N" "que" 183
"g" "N" "ie'" 16
"h" "N" "ipper" 207
"oia" "N" "o" 15
"oia" "N" "f" 9
"m" "N" "ye" 49
"ergy" "N" "or" 24
"u" "N" "ho" 32
"dy" "N" "ce" 52
"ery" "N" "opera" 9
"'" "N" "ed" 151
"pora" "N" "sh" 4
"dip" "N" "e" 3
"ai" "N" "l'" 134
"ya" "N" "are" 12
"se" "N" "power" 57
"di" "N" "chi" 2
"oia" "N" "w" 16
"oia" "N" "a" 57
"op" "N" "z" 158
"is" "N" "ph" 35
"t" "N" "ga" 11
"dered" "N" "au" 4
"o" "N" "ga" 5
"ad" "N" "te" 31
"h" "N" "ippi" 177
"u" "N" "ke's" 98
"d" "N" "ga" 8
"l" "N" "oadi" 42
"egi" "N" "a" 67
"ored" "N" "au" 9
"w" "N" "lle" 2
"z" "N" "her" 23
"oyed" "N" "ear" 18
"n" "N" "uda" 33
"pear" "N" "i" 54
"ira" "N" "l'" 62
"er" "N" "ep" 46
"ui" "N" "da" 27
"e" "N" "addi" 55
"ow" "N" "me" 12
"yu" "N" "q" 54
"chs" "N" "q" 2
"oda" "N" "" 212
"ear" "N" "te" 14
"zy" "N" "n" 59
"or" "N" "peru" 2
"peru" "N" "p" 47
"th" "N" "der" 75
"a" "N" "gge" 60
"d" "N" "ter" 13
"oper" "N" "j" 3
"y" "N" "cou" 24
